feature_1,feature_2,feature_3,feature_4,feature_5,target
0.20404019031913906,4.236563138791823,10.865363247961723,62,-4.2220848910732816,7.3634585769268375
0.2722260597262161,-3.100224191314591,8.65755702730824,7,-5.3801160434487265,10.74317501861354
-0.4272395295807709,0.3515046814418099,9.870782982385153,44,-2.3446114834538765,8.405196146164746
1.0512774219297774,1.7900910446932379,9.536216924259442,63,-4.6575214369520035,11.308637272313462
-1.555716312510385,0.06316021915557357,12.635769127004824,51,-3.72666104295097,8.945791696986461
-0.4730117503315398,4.95365073694375,10.385976597151734,54,-3.788696073772385,3.385343394206113
0.5202887210925048,-3.3248025957539227,7.602785609445938,44,-4.749333327696613,13.873575978875294
0.2902881709451737,1.4752512937738684,11.582983845668394,8,-1.3488090366347525,8.762478488724595
0.14802805420062312,0.9722726160989534,9.25763711205788,14,-1.092855749039777,7.704455444730572
0.38214508546103004,4.973088903796386,11.193406534344678,18,-4.690529598102723,5.455386056542487
1.5537903256106453,-4.426246105804773,10.741668993292883,51,-2.4890193448881464,20.633799025666566
-0.3076963268905169,-4.406262765208159,9.546392333159863,86,-4.28963564646274,16.247120962922054
0.670703702578239,4.411204475723466,7.810760396940375,41,-4.098900164472392,4.517219227886526
-0.5410110952661202,1.2713023586958414,10.395588168761758,3,-2.0534437074927814,5.774541933835827
-1.028656031103449,-2.39830233079073,9.460925015971725,90,-2.2418870350729345,12.350687991844344
-0.5200939926889441,2.1505876648268316,12.35313992243669,22,-1.331486142218186,6.74097841239566
-0.35829726320104566,-1.5087931234888172,10.568305270758984,84,-2.1678574461031017,12.78126236049322
0.9292649678868271,2.37829451296959,7.462962992427755,59,-3.434279992047438,8.987514109977456
0.032336619441036774,-2.9717846757591793,8.676924893617777,38,-3.4334144701576212,13.129476487926327
1.5227347557910567,-3.0400199379602597,9.495478540307685,41,-1.4735356678356797,17.18456038763334
-0.20540314596140286,1.1652423855696217,14.323766733735841,76,-5.910144616527459,13.677707837402375
-0.8994236483365281,-3.4178579286613453,11.094967140844467,23,-2.167421723709701,11.353483419622746
2.6003498898601247,4.3736409353851435,11.464990584484186,43,-1.4218849769597928,13.358194159819742
-0.2350858462070929,3.3688493331554668,10.723408623431988,60,-3.8488486450264396,5.908901562740105
0.5471165786637646,0.6514680859875206,9.647135783138895,43,-3.5281440580254317,10.767664657884495
-0.08503703066499388,2.0252026254799453,7.113756277220243,35,-5.0582243931363635,4.242704124439576
2.23612245286274,3.6742999176026245,8.816566311383983,77,-0.013657403616281094,13.023899717002315
0.32176749113678255,0.8081567565217176,7.248721876877688,43,-2.273822983462514,7.614611244701645
0.5618492158732409,0.4525992400717316,9.25381880830089,76,-2.647376056404397,12.785185927501558
-0.5931915069122152,-3.807591108083781,9.720192091242307,55,-2.3462407452515293,14.172935768955632
-0.21741561417812663,3.376834688106431,8.49029187221582,82,-2.1046432911720236,7.122888212144003
